job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Analyst,Analytic Science-Scientist II,"Bengaluru, Karnataka, India",via LinkedIn,Full-time,False,India,2023-06-03 13:08:58,False,False,India,,,,FICO,"['c', 'c++', 'java']","{'programming': ['c', 'c++', 'java']}"
Data Scientist,Da­ta Scien­tist,"Berlin, Germany",via BeBee Deutschland,Full-time,False,Germany,2023-03-12 13:18:36,False,False,Germany,,,,GKV-Spitzenverband,,
Senior Data Engineer,Senior Data Engineer,"Bengaluru, Karnataka, India",via LinkedIn,Full-time,False,India,2023-06-06 13:10:56,False,False,India,,,,Multi National Company,"['azure', 'pyspark', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure'], 'libraries': ['pyspark']}"
Data Analyst,Data or Business Analyst,Anywhere,via LinkedIn,Full-time,True,India,2023-07-28 13:10:27,False,False,India,,,,AKS ProTalent,"['sql', 'javascript', 'sas', 'sas', 'excel', 'spss']","{'analyst_tools': ['sas', 'excel', 'spss'], 'programming': ['sql', 'javascript', 'sas']}"
Senior Data Engineer,Senior Data Engineer (Hybrid),"Washington, DC",via Linux Careers,Full-time,False,"California, United States",2023-05-02 13:09:09,False,True,United States,year,173500.0,,Capital One,"['java', 'scala', 'python', 'nosql', 'sql', 'shell', 'mysql', 'dynamodb', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']","{'cloud': ['redshift', 'snowflake', 'aws', 'azure'], 'databases': ['mysql', 'dynamodb'], 'libraries': ['hadoop', 'kafka', 'spark'], 'programming': ['java', 'scala', 'python', 'nosql', 'sql', 'shell']}"
Cloud Engineer,Young Graduate Program For Engineers,"Ghent, Belgium",via BeBee Belgique,Full-time,False,Belgium,2023-11-01 13:32:35,True,False,Belgium,,,,SADEF,,
Data Engineer,Machine Learning Data Engineer,Anywhere,via ZipRecruiter,Full-time,True,"Florida, United States",2023-08-17 13:11:49,False,True,United States,,,,"Wurl, LLC","['sql', 'python', 'aws', 'databricks', 'pyspark', 'spark', 'linux']","{'cloud': ['aws', 'databricks'], 'libraries': ['pyspark', 'spark'], 'os': ['linux'], 'programming': ['sql', 'python']}"
Data Scientist,Data Scientist-Marketing,"Bengaluru, Karnataka, India",via LinkedIn,Full-time,False,India,2023-10-25 13:13:06,False,False,India,,,,Loyalytics AI,"['sql', 'python', 'r', 'numpy', 'pandas', 'scikit-learn']","{'libraries': ['numpy', 'pandas', 'scikit-learn'], 'programming': ['sql', 'python', 'r']}"
Data Scientist,"Postdoctoral Fellowship, Pathology - Translational Research & Data...","Princeton, NJ",via LinkedIn,Full-time,False,"New York, United States",2023-02-05 13:03:11,False,False,United States,,,,Genmab,"['python', 'matlab', 'java', 'pytorch', 'tensorflow', 'scikit-learn']","{'libraries': ['pytorch', 'tensorflow', 'scikit-learn'], 'programming': ['python', 'matlab', 'java']}"
Data Engineer,Statistical Operations Data Processor,"Madrid, Spain",via NielsenIQ - Talentify,Full-time,False,Spain,2023-08-25 13:21:43,False,False,Spain,,,,NielsenIQ,"['sql', 'r', 'python', 'sas', 'sas']","{'analyst_tools': ['sas'], 'programming': ['sql', 'r', 'python', 'sas']}"
Data Engineer,"Data Engineer II/Senior Data Engineer, Cloud Solutions Development",United States,via LinkedIn,Full-time,False,"New York, United States",2023-05-06 13:05:54,False,False,United States,,,,United Therapeutics Corporation,"['sql', 't-sql', 'sql server', 'azure']","{'cloud': ['azure'], 'databases': ['sql server'], 'programming': ['sql', 't-sql']}"
Senior Data Engineer,Senior Data Engineer,"Oakland, CA",via LinkedIn,Full-time,False,Sudan,2023-07-06 13:41:35,False,False,Sudan,year,160000.0,,X4 Life Sciences,"['python', 'sql', 'postgresql', 'sql server', 'aws', 'snowflake']","{'cloud': ['aws', 'snowflake'], 'databases': ['postgresql', 'sql server'], 'programming': ['python', 'sql']}"
Data Scientist,"Data Scientist - NLP, regex, OpenCV, Python, AWS - Contract to Hire",Anywhere,via Upwork,Contractor,True,"Illinois, United States",2023-04-23 13:04:21,False,False,United States,hour,,15.0,Upwork,"['python', 'aws']","{'cloud': ['aws'], 'programming': ['python']}"
Data Scientist,Data Science Solutions Manager,"Braine-l'Alleud, Belgium",via LinkedIn,Full-time,False,Belgium,2023-08-26 13:39:37,False,False,Belgium,,,,UCB,['express'],{'webframeworks': ['express']}
Senior Data Engineer,Senior Data Engineer,"Dallas, TX",via WTRF Jobs,Full-time,False,"Florida, United States",2023-06-07 13:29:56,True,False,United States,,,,Etainement,"['sql', 'python', 'r', 'gcp', 'aws', 'azure', 'ssis']","{'analyst_tools': ['ssis'], 'cloud': ['gcp', 'aws', 'azure'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Customer Data Engineer,"Bogotá, Bogota, Colombia",via BeBee Colombia,Full-time,False,Colombia,2023-03-14 13:32:24,True,False,Colombia,,,,Blu Beem,"['sql', 'python', 'javascript', 'java', 'r', 'matlab', 'bigquery', 'redshift', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['bigquery', 'redshift'], 'programming': ['sql', 'python', 'javascript', 'java', 'r', 'matlab']}"
Software Engineer,Product Analyst,"Royal Leamington Spa, UK",via LinkedIn,Full-time,False,United Kingdom,2023-10-05 13:10:07,False,False,United Kingdom,,,,developrec,"['sql', 'python', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['sql', 'python']}"
Data Scientist,Data Scientist,"Miami, FL",via BeBee,Full-time,False,"Florida, United States",2023-05-11 13:07:48,False,True,United States,,,,Elevance Health,"['go', 'python', 'r', 'sas', 'sas', 'hadoop']","{'analyst_tools': ['sas'], 'libraries': ['hadoop'], 'programming': ['go', 'python', 'r', 'sas']}"
Data Engineer,Cardo Health - Data Engineer (Contract) - Remote  from Europe,Anywhere,via Jobgether,Full-time and Contractor,True,Slovakia,2023-12-13 14:16:02,False,False,Slovakia,,,,techruiter.,"['python', 'postgresql']","{'databases': ['postgresql'], 'programming': ['python']}"
Data Scientist,Data Scientist and Mobile Developer,"Luleå, Sweden",via LinkedIn,Full-time,False,Sweden,2023-01-10 13:49:04,True,False,Sweden,,,,BehavioSec,,
Data Scientist,Sr. Artificial Intelligence and Machine Learning Data Scientist...,Anywhere,via Indeed,Full-time,True,"Texas, United States",2023-09-07 13:04:02,False,False,United States,,,,Martin's Point Health Care,"['sql', 'python', 'r', 'sql server', 'jupyter', 'pyspark', 'hadoop', 'scikit-learn', 'keras', 'pandas', 'numpy', 'matplotlib', 'tableau', 'excel']","{'analyst_tools': ['tableau', 'excel'], 'databases': ['sql server'], 'libraries': ['jupyter', 'pyspark', 'hadoop', 'scikit-learn', 'keras', 'pandas', 'numpy', 'matplotlib'], 'programming': ['sql', 'python', 'r']}"
Software Engineer,Python Engineer,"São Paulo, State of São Paulo, Brazil",via BeBee,Full-time,False,Brazil,2023-12-16 13:07:13,False,False,Brazil,,,,Nearsure,"['python', 'java', 'aws', 'spring']","{'cloud': ['aws'], 'libraries': ['spring'], 'programming': ['python', 'java']}"
Data Analyst,TN202254 Grade VII HR Data Analyst,"Dublin, Ireland",via LinkedIn,Full-time,False,Ireland,2023-07-14 13:52:34,True,False,Ireland,,,,Health Service Executive,,
Data Analyst,Efficiency Officer /  Data analyst,"Constanța, Romania",via LinkedIn,Full-time,False,Romania,2023-09-30 13:41:24,True,False,Romania,,,,MARTICO ROU SRL part of MARTICO GROUP,['outlook'],{'analyst_tools': ['outlook']}
Data Scientist,Data Scientist,"Grenoble, France",via Indeed,Full-time,False,France,2023-02-24 13:49:34,False,False,France,,,,D3S,['python'],{'programming': ['python']}
Data Scientist,Clinical Data Consultant,"Zürich, Switzerland",via Data-Jobs.ch,Full-time,False,Switzerland,2023-07-17 14:45:28,False,False,Switzerland,,,,indema AG,,
Data Analyst,Data Analyst,"Lyon, France",via LinkedIn,Full-time,False,France,2023-01-19 13:53:18,False,False,France,,,,Volvo Group,"['python', 'sql', 'sas', 'sas', 'azure', 'vue', 'power bi']","{'analyst_tools': ['sas', 'power bi'], 'cloud': ['azure'], 'programming': ['python', 'sql', 'sas'], 'webframeworks': ['vue']}"
Data Scientist,Associate Data Scientist,"Edmond, OK",via Trabajo.org,Full-time,False,Sudan,2023-06-29 14:36:35,False,True,Sudan,,,,World Wide Technology,"['python', 'tensorflow', 'keras', 'numpy', 'pandas', 'matplotlib', 'pytorch', 'scikit-learn', 'git']","{'libraries': ['tensorflow', 'keras', 'numpy', 'pandas', 'matplotlib', 'pytorch', 'scikit-learn'], 'other': ['git'], 'programming': ['python']}"
Senior Data Scientist,"Senior Data Scientist - Revenue Acceleration, Recommendation...","Atlanta, GA",via SmartRecruiters Job Search,Full-time,False,Georgia,2023-03-03 13:44:48,False,False,United States,,,,Shopify,"['python', 'sql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['python', 'sql']}"
Senior Data Analyst,"(Expression of Interest) - Senior Data Analyst, Risk & Fraud","Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",via LinkedIn,,False,Malaysia,2023-01-13 13:23:12,False,False,Malaysia,,,,foodpanda,"['sql', 'python', 'express']","{'programming': ['sql', 'python'], 'webframeworks': ['express']}"
Data Engineer,"Data Engineer/Architect (ETL/Python/Snowflake) -- Dublin, CA","Dublin, CA",via Dice,Contractor,False,"Texas, United States",2023-11-29 13:08:02,True,False,United States,,,,TechAffinity Inc,"['java', 'python', 'snowflake']","{'cloud': ['snowflake'], 'programming': ['java', 'python']}"
Software Engineer,Product Analyst,Spain,via BeBee,Full-time,False,Spain,2023-02-13 14:00:03,True,False,Spain,,,,Highcore,"['sql', 'python', 'postgresql', 'bigquery']","{'cloud': ['bigquery'], 'databases': ['postgresql'], 'programming': ['sql', 'python']}"
Senior Data Analyst,Senior Data Analyst,"Chicago, IL",via Trabajo.org,Full-time,False,"Illinois, United States",2023-04-30 13:01:20,False,True,United States,,,,#TeamGoHealth,"['go', 'sql', 'python', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['go', 'sql', 'python']}"
Data Scientist,Python for Data Science,"Hyderabad, Telangana, India",via BeBee India,Full-time,False,India,2023-11-19 13:12:44,False,False,India,,,,TEKGENCE INC,['python'],{'programming': ['python']}
Data Analyst,Data Analyst II,"Urbana, IL",via Relocation Jobs,Full-time,False,"Illinois, United States",2023-04-15 13:01:26,False,False,United States,,,,Eteam,,
Data Engineer,Data Engineer,"Paris, France",via Indeed,Full-time,False,France,2023-07-06 13:26:31,False,False,France,,,,TOTAL DIGITAL FACTORY,"['python', 'sql', 'aws', 'azure', 'spark']","{'cloud': ['aws', 'azure'], 'libraries': ['spark'], 'programming': ['python', 'sql']}"
Senior Data Engineer,Senior Data Engineer,"Sydney NSW, Australia",via Trabajo.org,Full-time,False,Australia,2023-03-18 13:15:07,True,False,Australia,,,,Mirvac,"['aws', 'snowflake', 'azure']","{'cloud': ['aws', 'snowflake', 'azure']}"
Business Analyst,Asset Management Commercial Reporting Analyst with SQL,"Warsaw, Poland",via Praca Trabajo.org,Full-time,False,Poland,2023-08-18 13:29:37,True,False,Poland,,,,Accenture,,
Data Analyst,Data Science Analyst,"Dublin, Ireland",via Trabajo.org,Full-time,False,Ireland,2023-03-10 13:52:15,True,False,Ireland,,,,Kolle Rebbe,,
Data Scientist,Data Scientist,"Dublin, Ireland",via LinkedIn,Full-time,False,Ireland,2023-10-24 13:19:47,False,False,Ireland,,,,T+O+M Executive Ireland,"['sql', 'python', 'r', 'databricks']","{'cloud': ['databricks'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,"Data Engineer, Big Data Privacy and Security","San Jose, CA",via LinkedIn,Full-time,False,Sudan,2023-06-18 13:38:44,False,True,Sudan,year,171000.0,,TikTok,"['spark', 'kafka']","{'libraries': ['spark', 'kafka']}"
Business Analyst,Consultant BI H/F,"Lyon, France",via Welcome To The Jungle,Full-time,False,France,2023-02-13 13:30:57,False,False,France,,,,evoteo,,
Data Engineer,Engineer - Development (Data Centres),"Johannesburg, South Africa",via Trabajo.org,Full-time,False,South Africa,2023-01-25 14:03:05,False,False,South Africa,,,,EarthStream,,
Data Scientist,Sr Data Scientist-Supply Chain,"Charlotte, NC",via Monster,Full-time,False,"Florida, United States",2023-04-11 13:24:50,False,False,United States,,,,Honeywell,"['python', 'sql', 'snowflake', 'express', 'flow']","{'cloud': ['snowflake'], 'other': ['flow'], 'programming': ['python', 'sql'], 'webframeworks': ['express']}"
Data Engineer,DATA ENGINEER,"Brussels, Belgium",via LinkedIn,Full-time,False,Belgium,2023-08-16 14:07:03,False,False,Belgium,,,,EyeTech Solutions,"['sql', 'sql server', 'azure', 'databricks']","{'cloud': ['azure', 'databricks'], 'databases': ['sql server'], 'programming': ['sql']}"
Data Engineer,Data Engineer,"New York, NY",via LinkedIn,Full-time,False,"New York, United States",2023-06-07 13:26:10,False,False,United States,,,,Hexaware Technologies,"['sql', 'python', 'r', 'dynamodb', 'snowflake', 'aws', 'airflow', 'looker', 'ssis', 'terraform']","{'analyst_tools': ['looker', 'ssis'], 'cloud': ['snowflake', 'aws'], 'databases': ['dynamodb'], 'libraries': ['airflow'], 'other': ['terraform'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Rookie Data Engineer (Remote) - Agile Lab,"Jenne, Metropolitan City of Rome Capital, Italy",via Linkedin,Full-time,False,Italy,2023-06-26 13:14:48,False,False,Italy,,,,SHC,,
Data Scientist,Data Scientist,"Zedelgem, Belgium",via LinkedIn Belgium,Full-time,False,Belgium,2023-04-13 13:34:51,False,False,Belgium,,,,CNH Industrial,['azure'],{'cloud': ['azure']}
Data Scientist,Data Science Manager,"Assen, Netherlands",via BeBee,Full-time,False,Netherlands,2023-11-15 13:26:36,False,False,Netherlands,,,,IKEA Gruppe,"['python', 'sql']","{'programming': ['python', 'sql']}"
Data Analyst,Prácticas Analista de Datos | Data Analyst Trainee,"Madrid, Spain",via LinkedIn,Part-time,False,Spain,2023-08-14 13:20:09,False,False,Spain,,,,ACCOM,"['sql', 'power bi', 'excel', 'dax', 'tableau']","{'analyst_tools': ['power bi', 'excel', 'dax', 'tableau'], 'programming': ['sql']}"
Data Engineer,Staff Data Engineer,Anywhere,via LinkedIn,Full-time,True,"Florida, United States",2023-12-06 13:07:35,False,True,United States,,,,AuditBoard,"['python', 'sql', 'databricks', 'aws', 'snowflake', 'gcp', 'azure', 'airflow', 'spark', 'kafka', 'terraform']","{'cloud': ['databricks', 'aws', 'snowflake', 'gcp', 'azure'], 'libraries': ['airflow', 'spark', 'kafka'], 'other': ['terraform'], 'programming': ['python', 'sql']}"
Data Engineer,Principal Data Engineer,Anywhere,via Indeed,Full-time,True,"Texas, United States",2023-05-17 13:22:20,True,False,United States,year,180000.0,,CyberCoders,"['sql', 'python', 'aws', 'snowflake', 'spark', 'hadoop', 'tableau', 'microstrategy']","{'analyst_tools': ['tableau', 'microstrategy'], 'cloud': ['aws', 'snowflake'], 'libraries': ['spark', 'hadoop'], 'programming': ['sql', 'python']}"
Data Engineer,Data Engineer,"Seeland, Germany",via BeBee,Full-time,False,Germany,2023-09-13 13:13:35,False,False,Germany,,,,Heimvorteil Harz,"['python', 'sql', 'databricks', 'pyspark', 'spark']","{'cloud': ['databricks'], 'libraries': ['pyspark', 'spark'], 'programming': ['python', 'sql']}"
Data Engineer,2023-7064_Data Engineer from Philippines,Anywhere,via Jobgether,Full-time,True,Philippines,2023-12-19 13:45:02,False,False,Philippines,,,,Arch Global Services (Philippines) Inc.,"['python', 'sql', 'r', 'scala', 'c++', 'java', 'nosql', 'databricks', 'snowflake', 'azure', 'spark', 'arch', 'ssis', 'excel']","{'analyst_tools': ['ssis', 'excel'], 'cloud': ['databricks', 'snowflake', 'azure'], 'libraries': ['spark'], 'os': ['arch'], 'programming': ['python', 'sql', 'r', 'scala', 'c++', 'java', 'nosql']}"
Data Engineer,Hedge Fund - Python Developer/Data Engineer,"Geneva, Switzerland",via LinkedIn,Full-time,False,Switzerland,2023-12-12 13:47:09,True,False,Switzerland,,,,Octavius Finance,"['python', 'aws']","{'cloud': ['aws'], 'programming': ['python']}"
Data Engineer,Data Engineer (Multinational Company),Lebanon,via لبنان - تنقيب,Full-time,False,Lebanon,2023-06-04 14:30:10,False,False,Lebanon,,,,DCS,"['sql', 'sql server', 'azure', 'aws', 'dax', 'power bi', 'gitlab', 'slack']","{'analyst_tools': ['dax', 'power bi'], 'cloud': ['azure', 'aws'], 'databases': ['sql server'], 'other': ['gitlab'], 'programming': ['sql'], 'sync': ['slack']}"
Data Engineer,Data Engineer (Entry Level),Anywhere,via LinkedIn,Full-time,True,"Florida, United States",2023-08-15 13:09:46,False,True,United States,,,,Pattern Learning AI - Career & Tech Recruitment Reimagined!,"['sql', 'python', 'r', 'scala', 'postgresql', 'mysql', 'aws', 'azure', 'gcp', 'redshift', 'bigquery', 'spark', 'kafka', 'hadoop', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'cloud': ['aws', 'azure', 'gcp', 'redshift', 'bigquery'], 'databases': ['postgresql', 'mysql'], 'libraries': ['spark', 'kafka', 'hadoop'], 'programming': ['sql', 'python', 'r', 'scala']}"
Senior Data Analyst,Senior Healthcare Data Analyst,Canada,via BeBee Canada,Full-time,False,Canada,2023-06-27 13:32:20,False,False,Canada,,,,Providence Health & Services,"['vba', 'sql', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'programming': ['vba', 'sql']}"
Data Analyst,Data Analyst (m/w/d),"Hamm, Germany",via LinkedIn,Full-time and Part-time,False,Germany,2023-10-24 13:13:16,True,False,Germany,,,,TicketPAY Europe GmbH,"['word', 'excel']","{'analyst_tools': ['word', 'excel']}"
Data Engineer,Data Engineer Advisor,Anywhere,via LinkedIn,Full-time,True,Romania,2023-10-19 13:58:30,False,False,Romania,,,,Dell Technologies,"['python', 'bash', 'postgresql', 'kafka', 'kubernetes', 'docker']","{'databases': ['postgresql'], 'libraries': ['kafka'], 'other': ['kubernetes', 'docker'], 'programming': ['python', 'bash']}"
Data Analyst,IAM Analyst,"Dallas, TX",via Monster,Full-time,False,"Texas, United States",2023-01-28 13:01:53,False,False,United States,,,,TEKsystems,"['go', 'sql', 'mysql', 'oracle']","{'cloud': ['oracle'], 'databases': ['mysql'], 'programming': ['go', 'sql']}"
Data Analyst,"Data Analyst ( Retail ), GGI Entertainment - Powered By Qureos",Dubai - United Arab Emirates,via Qureos,Full-time,False,United Arab Emirates,2023-02-19 13:25:20,False,False,United Arab Emirates,,,,Qureos,['excel'],{'analyst_tools': ['excel']}
Data Engineer,Data Engineer (Permanent),"Cambridge, UK",via LinkedIn,Full-time,False,United Kingdom,2023-08-11 13:19:03,False,False,United Kingdom,,,,Ada Meher,"['python', 'postgresql', 'aws', 'azure', 'gcp', 'airflow', 'spark', 'hadoop']","{'cloud': ['aws', 'azure', 'gcp'], 'databases': ['postgresql'], 'libraries': ['airflow', 'spark', 'hadoop'], 'programming': ['python']}"
Data Engineer,"Data Engineer St. Louis, MO","St. Louis, MO",via LinkedIn,Full-time,False,Sudan,2023-06-02 14:15:45,False,False,Sudan,hour,,64.5,Ameren,"['sql', 'aws', 'databricks', 'linux', 'jenkins', 'github', 'jira']","{'async': ['jira'], 'cloud': ['aws', 'databricks'], 'os': ['linux'], 'other': ['jenkins', 'github'], 'programming': ['sql']}"
Data Engineer,"Data Engineer, Finance","San Francisco, CA",via LinkedIn,Full-time,False,"Illinois, United States",2023-08-19 13:08:36,True,True,United States,,,,Notion,"['sql', 'python', 'java', 'scala', 'aws', 'gcp', 'azure', 'snowflake', 'redshift', 'airflow', 'spark', 'notion']","{'async': ['notion'], 'cloud': ['aws', 'gcp', 'azure', 'snowflake', 'redshift'], 'libraries': ['airflow', 'spark'], 'programming': ['sql', 'python', 'java', 'scala']}"
Data Engineer,Data Engineer,"Risch-Rotkreuz, Switzerland",via BeBee Schweiz,Full-time,False,Switzerland,2023-06-01 14:05:22,False,False,Switzerland,,,,Coopers Group AG,"['r', 'sql', 'python', 'aws', 'snowflake', 'sap', 'git']","{'analyst_tools': ['sap'], 'cloud': ['aws', 'snowflake'], 'other': ['git'], 'programming': ['r', 'sql', 'python']}"
Senior Data Engineer,Data Engineer Senior H/F,"Nanterre, France",via Adzuna,Full-time,False,France,2023-01-18 13:15:09,False,False,France,,,,AXA Assurances,"['python', 'nosql', 'azure', 'aws', 'gcp', 'databricks', 'spark', 'pyspark', 'git', 'jira']","{'async': ['jira'], 'cloud': ['azure', 'aws', 'gcp', 'databricks'], 'libraries': ['spark', 'pyspark'], 'other': ['git'], 'programming': ['python', 'nosql']}"
Business Analyst,Infrastructure QA Engineer,"Mechelen, Belgium",via Emplois Trabajo.org,Full-time,False,Belgium,2023-10-25 14:06:39,False,False,Belgium,,,,Smals,"['sql', 'bash', 'java', 'python', 'postgresql', 'sql server', 'vmware', 'openstack', 'oracle', 'vue', 'linux', 'windows', 'docker', 'ansible', 'puppet', 'git']","{'cloud': ['vmware', 'openstack', 'oracle'], 'databases': ['postgresql', 'sql server'], 'os': ['linux', 'windows'], 'other': ['docker', 'ansible', 'puppet', 'git'], 'programming': ['sql', 'bash', 'java', 'python'], 'webframeworks': ['vue']}"
Data Scientist,Data Scientist,"Calgary, AB, Canada",via BeBee Canada,Full-time,False,Canada,2023-01-06 13:33:14,False,False,Canada,,,,TELUS,"['sql', 'python', 'gcp', 'aws', 'azure', 'pandas', 'scikit-learn', 'numpy', 'tensorflow', 'github']","{'cloud': ['gcp', 'aws', 'azure'], 'libraries': ['pandas', 'scikit-learn', 'numpy', 'tensorflow'], 'other': ['github'], 'programming': ['sql', 'python']}"
Data Analyst,Strategic Finance and Data Analyst,South Africa,via Pnet,Full-time,False,South Africa,2023-07-26 13:19:48,False,False,South Africa,,,,Skipwaste,['power bi'],{'analyst_tools': ['power bi']}
Data Analyst,Analyst-Master Data Management - Global Rates-GFS,"Hyderabad, Telangana, India",via Indeed,Full-time,False,India,2023-01-10 13:27:23,False,False,India,,,,Deloitte,"['sap', 'excel']","{'analyst_tools': ['sap', 'excel']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,True,Georgia,2023-04-25 13:42:21,False,False,United States,,,,VBeyond Corporation,"['java', 'aws']","{'cloud': ['aws'], 'programming': ['java']}"
Machine Learning Engineer,Lead Machine Learning Engineer,Singapore,via LinkedIn,Full-time,False,Singapore,2023-11-16 13:27:14,False,False,Singapore,,,,fierlo,"['python', 'aws', 'pandas', 'numpy', 'scikit-learn', 'pytorch', 'keras']","{'cloud': ['aws'], 'libraries': ['pandas', 'numpy', 'scikit-learn', 'pytorch', 'keras'], 'programming': ['python']}"
Senior Data Engineer,Senior Data Engineer,India,via Jobaaj.com,Full-time,False,India,2023-11-23 13:15:22,True,False,India,,,,UKG,,
Senior Data Analyst,Sr. Financial Analyst (Data Analytics) - Remote | WFH,Anywhere,via LinkedIn,Full-time,True,"New York, United States",2023-08-10 13:00:18,False,True,United States,,,,Get It Recruit - Information Technology,"['sql', 'vba', 'sap', 'cognos', 'tableau', 'power bi']","{'analyst_tools': ['sap', 'cognos', 'tableau', 'power bi'], 'programming': ['sql', 'vba']}"
Senior Data Engineer,Senior Data Engineer,Anywhere,via Linkedin,Full-time,True,Brazil,2023-03-09 13:24:10,True,False,Brazil,,,,Core Synesis,"['python', 'gcp', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['gcp'], 'programming': ['python']}"
Senior Data Analyst,Senior Medical Data Analyst,"Orlando, FL",via BeBee,Full-time,False,"Florida, United States",2023-11-30 13:02:27,False,False,United States,,,,INSIGHTEC Ltd.,,
Data Engineer,"Data Engineer, Remote Sensing Platform","Bengaluru, Karnataka, India",via LinkedIn,Full-time,False,India,2023-08-03 13:13:04,False,False,India,,,,WINTEG Consultancy Services Pvt. Ltd.,"['sql', 'nosql', 'python', 'azure', 'gcp', 'pandas', 'numpy', 'spark', 'tableau', 'looker', 'git']","{'analyst_tools': ['tableau', 'looker'], 'cloud': ['azure', 'gcp'], 'libraries': ['pandas', 'numpy', 'spark'], 'other': ['git'], 'programming': ['sql', 'nosql', 'python']}"
Data Scientist,Technical Prof-Data Science (Associate - Senior),"Houston, TX",via ZipRecruiter,Full-time,False,Sudan,2023-01-10 14:02:11,False,False,Sudan,,,,Halliburton,,
Data Analyst,Advanced Analytics Manager,"Mexico City, CDMX, Mexico",via Trabajo.org,Full-time,False,Mexico,2023-01-07 13:15:01,False,False,Mexico,,,,Demo - Coca-Cola,"['python', 'azure']","{'cloud': ['azure'], 'programming': ['python']}"
Data Engineer,Data Engineer Jobs In Dubai UAE 2023,Dubai - United Arab Emirates,via BeBee,Full-time,False,United Arab Emirates,2023-09-15 13:42:25,True,False,United Arab Emirates,,,,Boeing,"['python', 'sql', 'aws', 'redshift', 'airflow', 'tableau', 'git', 'docker', 'jenkins']","{'analyst_tools': ['tableau'], 'cloud': ['aws', 'redshift'], 'libraries': ['airflow'], 'other': ['git', 'docker', 'jenkins'], 'programming': ['python', 'sql']}"
Data Engineer,Data Engineer,"Wyoming, MI",via BeBee,Full-time,False,"Illinois, United States",2023-11-10 13:26:50,True,False,United States,,,,Zortech Solutions,"['python', 'gcp', 'gitlab']","{'cloud': ['gcp'], 'other': ['gitlab'], 'programming': ['python']}"
Software Engineer,Tooling Engineer,"Naples, Metropolitan City of Naples, Italy",via BeBee,Full-time,False,Italy,2023-12-02 13:29:04,False,False,Italy,,,,ManpowerGroup,['sap'],{'analyst_tools': ['sap']}
Senior Data Engineer,Senior Data Engineer,Wisconsin,via Dice,Contractor,False,Sudan,2023-05-04 13:34:43,True,False,Sudan,,,,"New Resources Consulting, LLC","['sql', 'sql server', 'snowflake', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['snowflake'], 'databases': ['sql server'], 'programming': ['sql']}"
Data Scientist,Data Scientist,"Seoul, South Korea",via LinkedIn,Full-time,False,South Korea,2023-10-06 13:21:26,False,False,South Korea,,,,Toss Bank(토스뱅크),"['sql', 'python', 'r', 'tensorflow', 'pytorch', 'spark']","{'libraries': ['tensorflow', 'pytorch', 'spark'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Lead Data & Analytics Engineer,"London, UK",via WJHL Jobs,Full-time,False,United Kingdom,2023-08-18 13:17:59,False,False,United Kingdom,,,,Cynergy Business Finance,"['python', 'sql', 'power bi']","{'analyst_tools': ['power bi'], 'programming': ['python', 'sql']}"
Data Engineer,RDC Data Engineer,"Cambridge, MA",via LinkedIn,Full-time,False,Sudan,2023-04-25 13:38:37,False,False,Sudan,,,,Bristol Myers Squibb,"['python', 'r', 'nosql', 'sql', 'elasticsearch', 'redshift', 'aurora', 'airflow', 'excel', 'docker']","{'analyst_tools': ['excel'], 'cloud': ['redshift', 'aurora'], 'databases': ['elasticsearch'], 'libraries': ['airflow'], 'other': ['docker'], 'programming': ['python', 'r', 'nosql', 'sql']}"
Software Engineer,Software Engineer,"Stockholm, Sweden",via Trabajo.org,Full-time,False,Sweden,2023-03-01 14:05:49,False,False,Sweden,,,,Nasdaq Stockholm AB,"['java', 'typescript', 'c++', 'react', 'kafka', 'spring', 'terraform', 'docker', 'gitlab']","{'libraries': ['react', 'kafka', 'spring'], 'other': ['terraform', 'docker', 'gitlab'], 'programming': ['java', 'typescript', 'c++']}"
Data Scientist,Data Scientist,"Prague, Czechia",via Trabajo.org,Full-time,False,Czechia,2023-10-17 13:31:11,False,False,Czechia,,,,Odysseus Data Services s.r.o.,,
